시도명,사고위험지역명,반경내카메라수,총사고건수,총사망자수,총중상자수,위험점수,카메라효율,카메라효과비율,과잉세분화,위도,경도
경기,경기도 고양시일산동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,1,18,0,7,53,53.0,0.0,과잉(재배치1순위),37.65557565739163,126.76827819615856
전남,전라남도 여수시내에서 2022년도에 반경80m 이내 다른사고10건 이상 지역,1,14,0,8,54,54.0,0.0,과잉(재배치1순위),34.76175755495476,127.70887975129685
경기,경기도 안산시단원구내에서 2023년도에 반경50m 이내 다른사고12건 이상 지역,1,15,0,8,55,55.0,0.0,과잉(재배치1순위),37.33762805994613,126.78906875824431
울산,울산광역시 남구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,1,21,0,7,56,56.0,0.0,과잉(재배치1순위),35.5349349555713,129.30587247593135
충북,충청북도 청주시 상당구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,1,16,0,8,56,56.0,0.0,과잉(재배치1순위),36.62764597421073,127.49146442375367
충북,충청북도 증평군내에서 2023년도에 반경100m 이내 다른사고4건 이상 지역,2,4,0,0,4,2.0,50.0,재배치가능(재배치2순위),36.78839561023229,127.5687281101814
경기,경기도 포천시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,2,7,0,0,7,3.5,50.0,재배치가능(재배치2순위),37.82462165483679,127.13725313823733
경기,경기도 용인시기흥구내에서 2023년도에 반경50m 이내 다른사고12건 이상 지역,4,15,0,0,15,3.75,33.33333333333333,재배치가능(재배치2순위),37.27438638075092,127.10372646418618
경기,경기도 연천군내에서 2021년도에 반경100m 이내 다른사고4건 이상 지역,1,4,0,0,4,4.0,50.0,재배치가능(재배치2순위),38.03242117040452,127.064801118899
부산,부산광역시 영도구내에서 2022년도에 반경50m 이내 다른사고4건 이상 지역,1,4,0,0,4,4.0,50.0,재배치가능(재배치2순위),35.088361282642495,129.03905091339058
전남,전라남도 담양군내에서 2022년도에 반경100m 이내 다른사고4건 이상 지역,1,4,0,0,4,4.0,50.0,재배치가능(재배치2순위),35.30172294867451,126.93156275544084
경기,경기도 과천시내에서 2023년도에 반경100m 이내 다른사고4건 이상 지역,1,4,0,0,4,4.0,50.0,재배치가능(재배치2순위),37.43963164251127,126.99375159619952
,전북특별자치도 군산시내에서 2023년도에 반경80m 이내 다른사고10건 이상 지역,3,12,0,0,12,4.0,50.0,재배치가능(재배치2순위),35.96682272497491,126.71998774273357
대전,대전광역시 중구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,4,10,0,2,20,5.0,33.33333333333333,재배치가능(재배치2순위),36.33011228721502,127.39753180629326
전북,전라북도 김제시내에서 2019년도에 반경100m 이내 다른사고4건 이상 지역,1,5,0,0,5,5.0,50.0,재배치가능(재배치2순위),35.8872685069349,126.97242307609477
대전,대전광역시 중구내에서 2021년도에 반경50m 이내 다른사고8건 이상 지역,2,10,0,0,10,5.0,50.0,재배치가능(재배치2순위),36.31991712569058,127.42372506502849
서울,서울특별시 성동구내에서 2023년도에 반경50m 이내 다른사고8건 이상 지역,2,10,0,0,10,5.0,50.0,재배치가능(재배치2순위),37.54206070950225,127.0331106309155
부산,부산광역시 금정구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,3,11,0,1,16,5.333333333333333,33.33333333333333,재배치가능(재배치2순위),35.22735765255031,129.0833614652253
서울,서울특별시 성북구내에서 2020년도에 반경50m 이내 다른사고12건 이상 지역,4,12,0,2,22,5.5,66.66666666666666,재배치가능(재배치2순위),37.594189004899384,127.03635429203479
인천,인천광역시 계양구내에서 2023년도에 반경50m 이내 다른사고6건 이상 지역,2,11,0,0,11,5.5,50.0,재배치가능(재배치2순위),37.54708504451533,126.74279197299009
충남,충청남도 서산시내에서 2024년도에 반경100m 이내 다른사고6건 이상 지역,2,6,0,1,11,5.5,50.0,재배치가능(재배치2순위),36.78088412760417,126.45526185558276
서울,서울특별시 구로구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,3,12,0,1,17,5.666666666666667,66.66666666666666,재배치가능(재배치2순위),37.500650963042,126.86259269990201
광주,광주광역시 동구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,1,6,0,0,6,6.0,66.66666666666666,재배치가능(재배치2순위),35.155060219099056,126.91575096389629
서울,서울특별시 영등포구내에서 2019년도에 반경50m 이내 다른사고6건 이상 지역,1,6,0,0,6,6.0,50.0,재배치가능(재배치2순위),37.53202801118643,126.89196834644875
경기,경기도 부천시내에서 2020년도에 반경50m 이내 다른사고10건 이상 지역,2,12,0,0,12,6.0,33.33333333333333,재배치가능(재배치2순위),37.498410710607665,126.76532037783504
울산,울산광역시 중구내에서 2021년도에 반경50m 이내 다른사고6건 이상 지역,1,6,0,0,6,6.0,50.0,재배치가능(재배치2순위),35.555050692850386,129.3242176601321
광주,광주광역시 동구내에서 2023년도에 반경50m 이내 다른사고6건 이상 지역,2,7,0,1,12,6.0,50.0,재배치가능(재배치2순위),35.155004692837444,126.9154549216517
,전북특별자치도 완주군내에서 2023년도에 반경100m 이내 다른사고4건 이상 지역,1,6,0,0,6,6.0,50.0,재배치가능(재배치2순위),35.83852197637007,127.05588966201715
경기,경기도 여주시내에서 2024년도에 반경100m 이내 다른사고6건 이상 지역,2,7,0,1,12,6.0,33.33333333333333,재배치가능(재배치2순위),37.27934651092168,127.63558794378638
충남,충청남도 천안시동남구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,2,12,0,0,12,6.0,50.0,재배치가능(재배치2순위),36.78886133646785,127.12629421779417
인천,인천광역시 중구내에서 2018년도에 반경50m 이내 다른사고6건 이상 지역,2,8,0,1,13,6.5,50.0,재배치가능(재배치2순위),37.46712871675423,126.63388607254113
충남,충청남도 천안시서북구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,2,13,0,0,13,6.5,50.0,재배치가능(재배치2순위),36.82657276971952,127.12163744919312
경남,경상남도 밀양시내에서 2019년도에 반경100m 이내 다른사고6건 이상 지역,2,8,0,1,13,6.5,50.0,재배치가능(재배치2순위),35.49231303942597,128.745129498681
부산,부산광역시 사상구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,2,8,0,1,13,6.5,50.0,재배치가능(재배치2순위),35.14602863661748,128.98562578410167
경기,경기도 고양시덕양구내에서 2020년도에 반경50m 이내 다른사고12건 이상 지역,2,13,0,0,13,6.5,50.0,재배치가능(재배치2순위),37.65892590628536,126.89537018175179
부산,부산광역시 서구내에서 2023년도에 반경50m 이내 다른사고6건 이상 지역,2,13,0,0,13,6.5,66.66666666666666,재배치가능(재배치2순위),35.0989145031914,129.02229996976956
경기,경기도 수원시 영통구내에서 2023년도에 반경50m 이내 다른사고8건 이상 지역,2,8,0,1,13,6.5,33.33333333333333,재배치가능(재배치2순위),37.26719951326184,127.05942861553082
경기,경기도 광명시내에서 2021년도에 반경50m 이내 다른사고8건 이상 지역,3,10,0,2,20,6.666666666666667,50.0,재배치가능(재배치2순위),37.48770646168503,126.86910469074715
경기,경기도 김포시내에서 2021년도에 반경80m 이내 다른사고10건 이상 지역,3,15,0,1,20,6.666666666666667,50.0,재배치가능(재배치2순위),37.593595665843665,126.76309608967281
경기,경기도 성남시수정구내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,2,9,0,1,14,7.0,33.33333333333333,재배치가능(재배치2순위),37.44897291608315,127.14323961757921
경기,경기도 수원시 장안구내에서 2022년도에 반경50m 이내 다른사고8건 이상 지역,2,9,0,1,14,7.0,50.0,재배치가능(재배치2순위),37.30044946156763,126.99548450204149
충남,충청남도 천안시동남구내에서 2022년도에 반경50m 이내 다른사고12건 이상 지역,2,14,0,0,14,7.0,33.33333333333333,재배치가능(재배치2순위),36.78892499902551,127.12647323655544
부산,부산광역시 동구내에서 2023년도에 반경50m 이내 다른사고6건 이상 지역,2,9,0,1,14,7.0,50.0,재배치가능(재배치2순위),35.12246533073949,129.0407792261237
전북,전북특별자치도 남원시내에서 2024년도에 반경100m 이내 다른사고4건 이상 지역,2,4,0,2,14,7.0,66.66666666666666,재배치가능(재배치2순위),35.4010587088516,127.377559888165
경기,경기도 군포시내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,2,10,0,1,15,7.5,50.0,재배치가능(재배치2순위),37.36537544034135,126.93926378729533
경기,경기도 수원시 영통구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,2,10,0,1,15,7.5,50.0,재배치가능(재배치2순위),37.27326658113616,127.04059080080789
광주,광주광역시 북구내에서 2021년도에 반경50m 이내 다른사고14건 이상 지역,2,15,0,0,15,7.5,50.0,재배치가능(재배치2순위),35.16205035316148,126.89769369051623
경기,경기도 군포시내에서 2021년도에 반경50m 이내 다른사고8건 이상 지역,2,10,0,1,15,7.5,33.33333333333333,재배치가능(재배치2순위),37.37187490151188,126.93559016569456
인천,인천광역시 중구내에서 2019년도에 반경50m 이내 다른사고6건 이상 지역,1,8,0,0,8,8.0,50.0,재배치가능(재배치2순위),37.47557658018269,126.6329744713841
부산,부산광역시 연제구내에서 2021년도에 반경50m 이내 다른사고6건 이상 지역,1,8,0,0,8,8.0,50.0,재배치가능(재배치2순위),35.187244480585555,129.10807199555336
부산,부산광역시 사상구내에서 2022년도에 반경50m 이내 다른사고6건 이상 지역,3,9,0,3,24,8.0,50.0,재배치가능(재배치2순위),35.15318635991281,129.00105918929535
광주,광주광역시 남구내에서 2022년도에 반경50m 이내 다른사고8건 이상 지역,1,8,0,0,8,8.0,50.0,재배치가능(재배치2순위),35.135268589639374,126.8902069386458
서울,서울특별시 관악구내에서 2023년도에 반경50m 이내 다른사고8건 이상 지역,1,8,0,0,8,8.0,33.33333333333333,재배치가능(재배치2순위),37.470634965154865,126.98460916517625
부산,부산광역시 남구내에서 2023년도에 반경50m 이내 다른사고8건 이상 지역,1,8,0,0,8,8.0,50.0,재배치가능(재배치2순위),35.148098903599596,129.09568704478087
경기,경기도 군포시내에서 2024년도에 반경100m 이내 다른사고6건 이상 지역,1,8,0,0,8,8.0,66.66666666666666,재배치가능(재배치2순위),37.339030503177575,126.93213261352602
경북,경상북도 구미시내에서 2017년도에 반경80m 이내 다른사고10건 이상 지역,2,12,0,1,17,8.5,50.0,재배치가능(재배치2순위),36.12227318366388,128.35704080066023
충북,충청북도 충주시내에서 2018년도에 반경80m 이내 다른사고10건 이상 지역,2,17,0,0,17,8.5,33.33333333333333,재배치가능(재배치2순위),36.987160354424994,127.9373366178453
서울,서울특별시 도봉구내에서 2021년도에 반경50m 이내 다른사고6건 이상 지역,2,7,0,2,17,8.5,50.0,재배치가능(재배치2순위),37.64858515382053,127.05293038222577
부산,부산광역시 해운대구내에서 2021년도에 반경50m 이내 다른사고8건 이상 지역,2,12,0,1,17,8.5,66.66666666666666,재배치가능(재배치2순위),35.1695963400541,129.1656866164637
울산,울산광역시 동구내에서 2022년도에 반경50m 이내 다른사고6건 이상 지역,2,7,0,2,17,8.5,50.0,재배치가능(재배치2순위),35.52262869023466,129.42922361620694
대전,대전광역시 유성구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,2,12,0,1,17,8.5,50.0,재배치가능(재배치2순위),36.43117048834111,127.38385718540464
경기,경기도 용인시기흥구내에서 2020년도에 반경50m 이내 다른사고12건 이상 지역,3,16,0,2,26,8.666666666666666,50.0,재배치가능(재배치2순위),37.27890787491069,127.11361810114903
대구,대구광역시 달서구내에서 2022년도에 반경50m 이내 다른사고14건 이상 지역,3,16,0,2,26,8.666666666666666,50.0,재배치가능(재배치2순위),35.81508461741038,128.54267026437242
서울,서울특별시 구로구내에서 2020년도에 반경50m 이내 다른사고12건 이상 지역,4,15,1,2,35,8.75,33.33333333333333,재배치가능(재배치2순위),37.50084194178525,126.86290785355295
서울,서울특별시 송파구내에서 2022년도에 반경50m 이내 다른사고14건 이상 지역,4,20,0,3,35,8.75,33.33333333333333,재배치가능(재배치2순위),37.51378644840985,127.09991133108588
서울,서울특별시 구로구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,3,17,0,2,27,9.0,33.33333333333333,재배치가능(재배치2순위),37.50586922804858,126.87774327410756
부산,부산광역시 중구내에서 2019년도에 반경50m 이내 다른사고4건 이상 지역,1,4,0,1,9,9.0,66.66666666666666,재배치가능(재배치2순위),35.10566143198765,129.0278015524755
경기,경기도 수원시 장안구내에서 2019년도에 반경50m 이내 다른사고8건 이상 지역,2,8,0,2,18,9.0,50.0,재배치가능(재배치2순위),37.30050397450547,126.99558568891197
강원,강원도 삼척시내에서 2020년도에 반경100m 이내 다른사고4건 이상 지역,1,4,0,1,9,9.0,100.0,재배치가능(재배치2순위),37.44444716814407,129.17645228867812
대전,대전광역시 중구내에서 2021년도에 반경50m 이내 다른사고8건 이상 지역,2,8,0,2,18,9.0,50.0,재배치가능(재배치2순위),36.33142967869222,127.42356920586344
경기,경기도 의정부시내에서 2022년도에 반경80m 이내 다른사고10건 이상 지역,2,13,0,1,18,9.0,66.66666666666666,재배치가능(재배치2순위),37.76139703151724,127.03720029349287
경기,경기도 오산시내에서 2022년도에 반경100m 이내 다른사고6건 이상 지역,1,9,0,0,9,9.0,50.0,재배치가능(재배치2순위),37.15608066003183,127.07829385073434
경기,경기도 군포시내에서 2022년도에 반경100m 이내 다른사고6건 이상 지역,2,8,0,2,18,9.0,33.33333333333333,재배치가능(재배치2순위),37.365202316610834,126.93886981790251
경기,경기도 의왕시내에서 2022년도에 반경100m 이내 다른사고4건 이상 지역,1,9,0,0,9,9.0,50.0,재배치가능(재배치2순위),37.395389794008565,126.98469412174448
대구,대구광역시 중구내에서 2023년도에 반경50m 이내 다른사고8건 이상 지역,2,8,0,2,18,9.0,50.0,재배치가능(재배치2순위),35.86548341925111,128.6030190347348
경기,경기도 용인시기흥구내에서 2023년도에 반경50m 이내 다른사고12건 이상 지역,3,17,0,2,27,9.0,50.0,재배치가능(재배치2순위),37.278818471076534,127.11384415933466
대전,대전광역시 동구내에서 2024년도에 반경50m 이내 다른사고8건 이상 지역,2,8,0,2,18,9.0,50.0,재배치가능(재배치2순위),36.340006086479235,127.44561363045129
부산,부산광역시 동구내에서 2023년도에 반경50m 이내 다른사고6건 이상 지역,3,8,0,4,28,9.333333333333334,66.66666666666666,재배치가능(재배치2순위),35.13141691728096,129.04654519623145
대전,대전광역시 동구내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,2,9,0,2,19,9.5,50.0,재배치가능(재배치2순위),36.32675260545337,127.44367284960877
서울,서울특별시 종로구내에서 2021년도에 반경50m 이내 다른사고8건 이상 지역,2,9,0,2,19,9.5,66.66666666666666,재배치가능(재배치2순위),37.573058443703694,126.98748454261498
경기,경기도 용인시기흥구내에서 2021년도에 반경50m 이내 다른사고12건 이상 지역,4,18,0,4,38,9.5,33.33333333333333,재배치가능(재배치2순위),37.274485569356656,127.10373722561403
부산,부산광역시 수영구내에서 2022년도에 반경50m 이내 다른사고6건 이상 지역,2,9,0,2,19,9.5,33.33333333333333,재배치가능(재배치2순위),35.18368484554139,129.11404177466517
경기,경기도 수원시 장안구내에서 2022년도에 반경50m 이내 다른사고8건 이상 지역,2,9,0,2,19,9.5,33.33333333333333,재배치가능(재배치2순위),37.305571440907194,126.97113318135511
서울,서울특별시 동대문구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,2,14,0,1,19,9.5,50.0,재배치가능(재배치2순위),37.58028364799098,127.05576147853704
경기,경기도 군포시내에서 2024년도에 반경100m 이내 다른사고6건 이상 지역,2,9,0,2,19,9.5,33.33333333333333,재배치가능(재배치2순위),37.372138116014625,126.93597219534264
경기,경기도 수원시 장안구내에서 2019년도에 반경50m 이내 다른사고8건 이상 지역,2,10,0,2,20,10.0,50.0,재배치가능(재배치2순위),37.29345420504996,127.01042370192644
강원,강원도 삼척시내에서 2019년도에 반경100m 이내 다른사고4건 이상 지역,1,5,0,1,10,10.0,50.0,재배치가능(재배치2순위),37.44421660306902,129.17618715338287
부산,부산광역시 북구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,1,10,0,0,10,10.0,50.0,재배치가능(재배치2순위),35.237759424620116,129.00882639466164
충남,충청남도 천안시동남구내에서 2022년도에 반경50m 이내 다른사고12건 이상 지역,2,20,0,0,20,10.0,33.33333333333333,재배치가능(재배치2순위),36.824543958839044,127.16043358296503
부산,부산광역시 사상구내에서 2023년도에 반경50m 이내 다른사고8건 이상 지역,3,10,0,4,30,10.0,66.66666666666666,재배치가능(재배치2순위),35.15337619956559,129.00101876828774
부산,부산광역시 금정구내에서 2024년도에 반경50m 이내 다른사고8건 이상 지역,3,11,0,4,31,10.333333333333334,33.33333333333333,재배치가능(재배치2순위),35.22742789132782,129.0835056715937
서울,서울특별시 강서구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,2,16,0,1,21,10.5,50.0,재배치가능(재배치2순위),37.55668711779894,126.84931181042138
광주,광주광역시 동구내에서 2018년도에 반경50m 이내 다른사고6건 이상 지역,2,11,0,2,21,10.5,50.0,재배치가능(재배치2순위),35.15742548395103,126.92962319227253
경북,경상북도 구미시내에서 2018년도에 반경80m 이내 다른사고10건 이상 지역,2,11,0,2,21,10.5,50.0,재배치가능(재배치2순위),36.12234275267763,128.3573971456275
경기,경기도 광명시내에서 2019년도에 반경50m 이내 다른사고8건 이상 지역,2,16,0,1,21,10.5,33.33333333333333,재배치가능(재배치2순위),37.463242085890805,126.87386684652803
전북,전라북도 군산시내에서 2019년도에 반경80m 이내 다른사고10건 이상 지역,2,11,0,2,21,10.5,50.0,재배치가능(재배치2순위),35.96863944158,126.73331189631776
울산,울산광역시 울주군내에서 2020년도에 반경100m 이내 다른사고8건 이상 지역,2,11,0,2,21,10.5,33.33333333333333,재배치가능(재배치2순위),35.57214121608166,129.12613011238136
충북,충청북도 음성군내에서 2020년도에 반경100m 이내 다른사고6건 이상 지역,2,6,1,1,21,10.5,50.0,재배치가능(재배치2순위),36.9909451681974,127.59187192681017
서울,서울특별시 용산구내에서 2021년도에 반경50m 이내 다른사고8건 이상 지역,2,11,0,2,21,10.5,50.0,재배치가능(재배치2순위),37.5400528069085,127.00262880822663
부산,부산광역시 사상구내에서 2021년도에 반경50m 이내 다른사고8건 이상 지역,2,16,0,1,21,10.5,66.66666666666666,재배치가능(재배치2순위),35.145856155810016,128.9857214383275
서울,서울특별시 서초구내에서 2022년도에 반경50m 이내 다른사고14건 이상 지역,2,16,0,1,21,10.5,50.0,재배치가능(재배치2순위),37.49131408605368,127.02612950671617
울산,울산광역시 북구내에서 2022년도에 반경50m 이내 다른사고8건 이상 지역,2,11,0,2,21,10.5,33.33333333333333,재배치가능(재배치2순위),35.63251944677014,129.34532436003235
경기,경기도 용인시수지구내에서 2023년도에 반경50m 이내 다른사고8건 이상 지역,2,11,0,2,21,10.5,33.33333333333333,재배치가능(재배치2순위),37.315994339820904,127.07758569829089
충북,충청북도 충주시내에서 2024년도에 반경80m 이내 다른사고10건 이상 지역,2,11,0,2,21,10.5,66.66666666666666,재배치가능(재배치2순위),36.98723076395674,127.93779773606956
경기,경기도 용인시기흥구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,4,18,0,5,43,10.75,33.33333333333333,재배치가능(재배치2순위),37.279008089322154,127.11394471570982
대구,대구광역시 달성군내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,1,6,0,1,11,11.0,50.0,재배치가능(재배치2순위),35.80492500103241,128.50447596907665
울산,울산광역시 동구내에서 2018년도에 반경50m 이내 다른사고6건 이상 지역,1,6,0,1,11,11.0,50.0,재배치가능(재배치2순위),35.48804957021031,129.4206140949856
부산,부산광역시 북구내에서 2019년도에 반경50m 이내 다른사고6건 이상 지역,2,7,0,3,22,11.0,50.0,재배치가능(재배치2순위),35.24238034654057,129.01205517810862
울산,울산광역시 중구내에서 2019년도에 반경50m 이내 다른사고8건 이상 지역,1,11,0,0,11,11.0,33.33333333333333,재배치가능(재배치2순위),35.56701852736405,129.3339889814347
경기,경기도 안양시동안구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,3,13,0,4,33,11.0,50.0,재배치가능(재배치2순위),37.37551573654074,126.96260207294984
광주,광주광역시 서구내에서 2021년도에 반경50m 이내 다른사고12건 이상 지역,2,17,0,1,22,11.0,50.0,재배치가능(재배치2순위),35.1648736076353,126.86083337090957
경기,경기도 광명시내에서 2021년도에 반경50m 이내 다른사고8건 이상 지역,1,11,0,0,11,11.0,50.0,재배치가능(재배치2순위),37.477285156125234,126.87387437023271
부산,부산광역시 사하구내에서 2022년도에 반경50m 이내 다른사고8건 이상 지역,2,12,0,2,22,11.0,33.33333333333333,재배치가능(재배치2순위),35.10272258834506,128.99087287188573
울산,울산광역시 동구내에서 2022년도에 반경50m 이내 다른사고6건 이상 지역,2,7,0,3,22,11.0,50.0,재배치가능(재배치2순위),35.54169330018852,129.42540098109066
전남,전라남도 여수시내에서 2024년도에 반경80m 이내 다른사고10건 이상 지역,1,11,0,0,11,11.0,50.0,재배치가능(재배치2순위),34.75533979881456,127.70188163460428
부산,부산광역시 동구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,2,13,0,2,23,11.5,50.0,재배치가능(재배치2순위),35.122442337306175,129.04046055633222
경기,경기도 과천시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,2,8,0,3,23,11.5,50.0,재배치가능(재배치2순위),37.428984676700914,126.99754165367303
전북,전라북도 군산시내에서 2017년도에 반경80m 이내 다른사고10건 이상 지역,2,13,0,2,23,11.5,66.66666666666666,재배치가능(재배치2순위),35.982828980245955,126.71774513570523
서울,서울특별시 구로구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,2,13,0,2,23,11.5,50.0,재배치가능(재배치2순위),37.493407658860825,126.89065188919515
경남,경상남도 양산시내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,2,8,0,3,23,11.5,50.0,재배치가능(재배치2순위),35.31723618695158,128.9978507885346
인천,인천광역시 계양구내에서 2019년도에 반경50m 이내 다른사고8건 이상 지역,2,8,0,3,23,11.5,50.0,재배치가능(재배치2순위),37.53337959827079,126.74057612645296
광주,광주광역시 서구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,2,18,0,1,23,11.5,66.66666666666666,재배치가능(재배치2순위),35.164803035103894,126.86113039450599
경기,경기도 군포시내에서 2022년도에 반경100m 이내 다른사고6건 이상 지역,2,8,0,3,23,11.5,33.33333333333333,재배치가능(재배치2순위),37.32808358291352,126.9164011323222
경기,경기도 수원시 장안구내에서 2023년도에 반경50m 이내 다른사고8건 이상 지역,2,8,0,3,23,11.5,50.0,재배치가능(재배치2순위),37.30042280458438,126.9955749461602
경북,경상북도 안동시내에서 2023년도에 반경100m 이내 다른사고6건 이상 지역,2,13,0,2,23,11.5,33.33333333333333,재배치가능(재배치2순위),36.56682605421646,128.71871607505534
부산,부산광역시 금정구내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,2,9,0,3,24,12.0,50.0,재배치가능(재배치2순위),35.22582518036344,129.0854083008875
경기,경기도 성남시분당구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,2,14,0,2,24,12.0,33.33333333333333,재배치가능(재배치2순위),37.416670703606364,127.12654281571449
부산,부산광역시 수영구내에서 2018년도에 반경50m 이내 다른사고6건 이상 지역,1,7,0,1,12,12.0,50.0,재배치가능(재배치2순위),35.177110673688844,129.11753536703915
울산,울산광역시 중구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,2,9,0,3,24,12.0,66.66666666666666,재배치가능(재배치2순위),35.55911897320313,129.30730898402882
강원,강원도 춘천시내에서 2018년도에 반경100m 이내 다른사고6건 이상 지역,1,7,0,1,12,12.0,50.0,재배치가능(재배치2순위),37.89572307949569,127.75420056171296
인천,인천광역시 남동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,1,12,0,0,12,12.0,50.0,재배치가능(재배치2순위),37.45268199755583,126.70210294402578
대구,대구광역시 달서구내에서 2021년도에 반경50m 이내 다른사고14건 이상 지역,2,14,0,2,24,12.0,50.0,재배치가능(재배치2순위),35.85155850290813,128.52423380583886
광주,광주광역시 동구내에서 2021년도에 반경50m 이내 다른사고6건 이상 지역,1,7,0,1,12,12.0,33.33333333333333,재배치가능(재배치2순위),35.15489828830841,126.91582897285718
경기,경기도 고양시일산동구내에서 2021년도에 반경50m 이내 다른사고12건 이상 지역,1,12,0,0,12,12.0,50.0,재배치가능(재배치2순위),37.65579062655566,126.76806069224395
전북,전라북도 군산시내에서 2021년도에 반경80m 이내 다른사고10건 이상 지역,2,19,0,1,24,12.0,50.0,재배치가능(재배치2순위),35.96569604954522,126.69137507661065
광주,광주광역시 서구내에서 2023년도에 반경50m 이내 다른사고12건 이상 지역,2,19,0,1,24,12.0,66.66666666666666,재배치가능(재배치2순위),35.16500111105821,126.86107394659263
인천,인천광역시 중구내에서 2019년도에 반경50m 이내 다른사고6건 이상 지역,3,7,0,6,37,12.333333333333334,50.0,재배치가능(재배치2순위),37.46705645035119,126.63386428874996
서울,서울특별시 강북구내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,2,10,0,3,25,12.5,50.0,재배치가능(재배치2순위),37.62752973737943,127.0161798498856
대전,대전광역시 중구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,2,15,0,2,25,12.5,50.0,재배치가능(재배치2순위),36.31999829211103,127.42376954933322
경기,경기도 광명시내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,2,15,0,2,25,12.5,33.33333333333333,재배치가능(재배치2순위),37.46326065006912,126.87396846120477
충북,충청북도 청주시 상당구내에서 2023년도에 반경50m 이내 다른사고8건 이상 지역,2,10,0,3,25,12.5,33.33333333333333,재배치가능(재배치2순위),36.619199179635146,127.49692268929564
대전,대전광역시 서구내에서 2024년도에 반경50m 이내 다른사고14건 이상 지역,2,20,0,1,25,12.5,50.0,재배치가능(재배치2순위),36.36060790584329,127.36640547878824
경기,경기도 용인시기흥구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,3,18,0,4,38,12.666666666666666,33.33333333333333,재배치가능(재배치2순위),37.278963167276146,127.11399006496202
서울,서울특별시 금천구내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,1,8,0,1,13,13.0,66.66666666666666,재배치가능(재배치2순위),37.45387353685113,126.90645032607647
대전,대전광역시 대덕구내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,2,11,0,3,26,13.0,33.33333333333333,재배치가능(재배치2순위),36.45147326103097,127.4174612662667
서울,서울특별시 서대문구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,1,8,0,1,13,13.0,50.0,재배치가능(재배치2순위),37.58885599007596,126.94487873886898
광주,광주광역시 서구내에서 2020년도에 반경50m 이내 다른사고14건 이상 지역,2,26,0,0,26,13.0,50.0,재배치가능(재배치2순위),35.16480326617179,126.86117431458862
울산,울산광역시 북구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,2,11,0,3,26,13.0,33.33333333333333,재배치가능(재배치2순위),35.63378622208912,129.34913008084305
경기,경기도 안양시동안구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,1,8,0,1,13,13.0,50.0,재배치가능(재배치2순위),37.39371375466208,126.9487350413849
서울,서울특별시 은평구내에서 2021년도에 반경50m 이내 다른사고8건 이상 지역,1,8,0,1,13,13.0,50.0,재배치가능(재배치2순위),37.61166633030099,126.92922134377979
부산,부산광역시 해운대구내에서 2021년도에 반경50m 이내 다른사고8건 이상 지역,1,8,0,1,13,13.0,50.0,재배치가능(재배치2순위),35.18359050976972,129.11772977642158
경기,경기도 안양시동안구내에서 2021년도에 반경50m 이내 다른사고8건 이상 지역,1,8,0,1,13,13.0,33.33333333333333,재배치가능(재배치2순위),37.39391262593568,126.94885785892949
